title,artist,top genre,followers,artist_popularity,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,track_popularity
Lose You To Love Me,Selena Gomez,POP,26.161775,91.0,2019,102.0,34.0,51.0,-9.0,21.0,9.0,206.0,58.0,4.0,97
Someone You Loved,Lewis Capaldi,POP,7.3179240000000005,87.0,2019,110.0,41.0,50.0,-6.0,11.0,45.0,182.0,75.0,3.0,96
Señorita,Shawn Mendes,POP,32.070046000000005,91.0,2019,117.0,54.0,76.0,-6.0,9.0,75.0,191.0,4.0,3.0,95
How Do You Sleep?,Sam Smith,POP,15.89189,89.0,2019,111.0,68.0,48.0,-5.0,8.0,35.0,202.0,15.0,9.0,93
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,POP,77.890588,94.0,2019,98.0,62.0,86.0,-6.0,9.0,67.0,204.0,15.0,8.0,92
Trampoline (with ZAYN),SHAED,POP,0.12805,70.0,2019,127.0,46.0,62.0,-6.0,14.0,50.0,184.0,56.0,3.0,92
Happier,Marshmello,UNKNOWN,29.93552,90.0,2019,100.0,79.0,69.0,-3.0,17.0,67.0,214.0,19.0,5.0,90
Truth Hurts,Lizzo,UNKNOWN,3.707457,79.0,2019,158.0,62.0,72.0,-3.0,12.0,41.0,173.0,11.0,11.0,90
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,UNKNOWN,3.707457,79.0,2019,96.0,89.0,67.0,-3.0,74.0,48.0,159.0,30.0,6.0,90
Higher Love,Kygo,DISCO,7.304519,87.0,2019,104.0,68.0,69.0,-7.0,10.0,40.0,228.0,2.0,3.0,88
Only Human,Jonas Brothers,POP,5.067963,81.0,2019,94.0,50.0,80.0,-6.0,6.0,87.0,183.0,11.0,7.0,87
Beautiful People (feat. Khalid),Ed Sheeran,POP,77.890588,94.0,2019,93.0,65.0,64.0,-8.0,8.0,55.0,198.0,12.0,19.0,86
Sucker,Jonas Brothers,POP,5.067963,81.0,2019,138.0,73.0,84.0,-5.0,11.0,95.0,181.0,4.0,6.0,86
Don't Call Me Up,Mabel,POP,1.23117,80.0,2019,99.0,88.0,67.0,-3.0,8.0,23.0,178.0,30.0,15.0,86
I Don't Care (with Justin Bieber),Ed Sheeran,POP,77.890588,94.0,2019,102.0,68.0,80.0,-5.0,9.0,84.0,220.0,9.0,4.0,85
Talk (feat. Disclosure),Khalid,POP,13.613187,93.0,2019,136.0,40.0,90.0,-9.0,6.0,35.0,198.0,5.0,13.0,84
Giant (with Rag'n'Bone Man),Calvin Harris,POP,21.442367,88.0,2019,122.0,89.0,81.0,-4.0,8.0,61.0,229.0,2.0,4.0,84
Takeaway,The Chainsmokers,POP,17.62492,86.0,2019,100.0,51.0,53.0,-8.0,10.0,35.0,210.0,13.0,3.0,83
All Around The World (La La La),R3HAB,DISCO,2.157515,83.0,2019,125.0,86.0,73.0,-5.0,11.0,52.0,148.0,48.0,3.0,82
Girls Like You (feat. Cardi B),Maroon 5,POP,29.955690999999998,91.0,2019,125.0,54.0,85.0,-7.0,13.0,45.0,236.0,57.0,5.0,81
Call You Mine,The Chainsmokers,POP,17.62492,86.0,2019,104.0,70.0,59.0,-6.0,34.0,52.0,218.0,20.0,3.0,81
No Guidance (feat. Drake),Chris Brown,POP,13.353299,91.0,2019,93.0,45.0,70.0,-7.0,16.0,14.0,261.0,12.0,15.0,81
Antisocial (with Travis Scott),Ed Sheeran,POP,77.890588,94.0,2019,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,78
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,DISCO,7.285783,84.0,2019,96.0,80.0,84.0,-4.0,6.0,62.0,213.0,16.0,23.0,77
Con Calma - Remix,Daddy Yankee,UNKNOWN,22.563709,92.0,2019,94.0,87.0,74.0,-3.0,4.0,61.0,181.0,17.0,5.0,76
Find U Again (feat. Camila Cabello),Mark Ronson,POP,0.8966729999999999,81.0,2019,104.0,66.0,61.0,-7.0,20.0,16.0,176.0,1.0,3.0,75
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,POP,77.890588,94.0,2019,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,75
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,POP,5.828279,83.0,2019,136.0,76.0,53.0,-5.0,9.0,65.0,260.0,7.0,34.0,70
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,POP,0.8966729999999999,81.0,2019,114.0,79.0,60.0,-6.0,42.0,24.0,217.0,1.0,7.0,69
Kills You Slowly,The Chainsmokers,POP,17.62492,86.0,2019,150.0,44.0,70.0,-9.0,13.0,23.0,213.0,6.0,6.0,67
Blinding Lights,The Weeknd,POP,30.336501000000002,98.0,2020,171.005,0.73,0.514,-5.934,0.0897,0.334,200.04,0.00146,0.0598,96
Dance Monkey,Tones And I,POP,2.671415,82.0,2020,98.078,0.593,0.825,-6.401,0.17,0.54,209.755,0.688,0.0988,69
The Box,Roddy Ricch,HIPHOP,5.800832,89.0,2020,116.971,0.586,0.8959999999999999,-6.687,0.79,0.642,196.653,0.104,0.0559,88
Roses - Imanbek Remix,SAINt JHN,HIPHOP,0.677917,82.0,2020,121.962,0.721,0.785,-5.457000000000002,0.285,0.894,176.21900000000005,0.0149,0.0506,67
Don't Start Now,Dua Lipa,POP,23.579173,96.0,2020,123.95,0.7929999999999999,0.7929999999999999,-4.521,0.0951,0.679,183.29,0.0123,0.083,84
ROCKSTAR (feat. Roddy Ricch),DaBaby,HIPHOP,6.215669,94.0,2020,89.977,0.69,0.746,-7.956,0.101,0.4970000000000001,181.733,0.247,0.16399999999999998,91
Watermelon Sugar,Harry Styles,POP,13.543091,91.0,2020,95.39,0.816,0.5479999999999999,-4.209,0.335,0.557,174.0,0.122,0.0465,91
death bed (coffee for your head),Powfu,HIPHOP,0.827285,81.0,2020,144.026,0.431,0.726,-8.765,0.696,0.348,173.333,0.731,0.135,89
Falling,Trevor Daniel,POP,0.588642,78.0,2020,127.087,0.43,0.784,-8.756,0.0887,0.236,159.382,0.123,0.0364,78
Someone You Loved,Lewis Capaldi,POP,7.3179240000000005,87.0,2020,109.891,0.405,0.501,-5.6789999999999985,0.105,0.446,182.161,0.7509999999999999,0.0319,90
Tusa,KAROL G,UNKNOWN,15.520732999999998,89.0,2020,101.085,0.715,0.8029999999999999,-3.28,0.0574,0.574,200.96,0.295,0.298,86
ROXANNE,Arizona Zervas,POP,0.5887180000000001,77.0,2020,116.735,0.601,0.621,-5.6160000000000005,0.46,0.457,163.636,0.0522,0.14800000000000002,85
Circles,Post Malone,HIPHOP,31.803755,94.0,2020,120.042,0.762,0.695,-3.497,0.0863,0.5529999999999999,215.28,0.192,0.0395,89
Blueberry Faygo,Lil Mosey,HIPHOP,3.464437,83.0,2020,99.034,0.5539999999999999,0.774,-7.909,0.132,0.349,162.547,0.207,0.0383,82
Intentions (feat. Quavo),Justin Bieber,POP,43.755452000000005,98.0,2020,147.986,0.546,0.8059999999999999,-6.6370000000000005,0.102,0.8740000000000001,212.867,0.3,0.0575,81
Toosie Slide,Drake,HIPHOP,53.806406,100.0,2020,81.604,0.49,0.83,-8.82,0.113,0.845,247.05900000000003,0.289,0.209,77
Before You Go,Lewis Capaldi,POP,7.3179240000000005,87.0,2020,111.881,0.575,0.459,-4.8580000000000005,0.0885,0.183,215.107,0.604,0.0573,85
Say So,Doja Cat,POP,5.842296,92.0,2020,110.962,0.6729999999999999,0.787,-4.577,0.0904,0.7859999999999999,237.893,0.256,0.158,85
Memories,Maroon 5,POP,29.955690999999998,91.0,2020,91.019,0.32,0.764,-7.209,0.0822,0.575,189.486,0.8370000000000001,0.0546,88
Life Is Good (feat. Drake),Future,HIPHOP,10.010064,91.0,2020,142.053,0.574,0.795,-6.903,0.15,0.537,237.918,0.067,0.487,77
Savage Love (Laxed - Siren Beat),Jawsh 685,POP,0.084888,78.0,2020,150.076,0.481,0.767,-8.52,0.269,0.7609999999999999,171.375,0.234,0.0803,87
Adore You,Harry Styles,POP,13.543091,91.0,2020,99.048,0.7709999999999999,0.6759999999999999,-3.675,0.102,0.569,207.133,0.0237,0.0483,87
Breaking Me,Topic,POP,0.131681,84.0,2020,122.031,0.72,0.789,-5.652,0.129,0.664,166.794,0.223,0.218,88
Mood (feat. iann dior),24kGoldn,HIPHOP,0.87792,88.0,2020,90.989,0.722,0.7,-3.5580000000000003,0.272,0.7559999999999999,140.526,0.221,0.0369,95
everything i wanted,Billie Eilish,POP,40.940273,94.0,2020,120.006,0.225,0.7040000000000001,-14.454,0.106,0.243,245.426,0.902,0.0994,86
Señorita,Shawn Mendes,POP,32.070046000000005,91.0,2020,116.967,0.5479999999999999,0.759,-6.049,0.0828,0.7490000000000001,190.8,0.0392,0.029,82
bad guy,Billie Eilish,POP,40.940273,94.0,2020,135.128,0.425,0.701,-10.965,0.1,0.562,194.088,0.328,0.375,88
WAP (feat. Megan Thee Stallion),Cardi B,POP,15.298653,91.0,2020,133.07299999999998,0.454,0.935,-7.508999999999999,0.0824,0.35700000000000004,187.541,0.0194,0.375,90
Sunday Best,Surfaces,UNKNOWN,0.66718,77.0,2020,112.022,0.525,0.878,-6.832000000000002,0.0714,0.6940000000000001,158.571,0.183,0.0578,83
Godzilla (feat. Juice WRLD),Eminem,HIPHOP,42.79582,95.0,2020,165.995,0.745,0.8079999999999999,-5.26,0.292,0.8290000000000001,210.8,0.145,0.342,86
Yummy,Justin Bieber,POP,43.755452000000005,98.0,2020,145.842,0.506,0.6759999999999999,-6.652,0.118,0.4970000000000001,208.52,0.345,0.0958,75
Break My Heart,Dua Lipa,POP,23.579173,96.0,2020,113.013,0.7290000000000001,0.73,-3.434,0.349,0.467,221.82,0.16699999999999998,0.0883,84
Dynamite,BTS,POP,30.655229,97.0,2020,114.044,0.765,0.746,-4.41,0.0936,0.737,199.054,0.0112,0.0993,83
Supalonely (feat. Gus Dapperton),BENEE,UNKNOWN,0.5982970000000001,76.0,2020,128.97799999999998,0.631,0.862,-4.746,0.123,0.841,223.488,0.29100000000000004,0.0515,66
ily (i love you baby) (feat. Emilee),Surf Mesa,DISCO,0.121136,75.0,2020,112.05,0.774,0.674,-7.567,0.393,0.33,176.547,0.0686,0.0892,85
Rain On Me (with Ariana Grande),Lady Gaga,POP,16.716518,90.0,2020,123.056,0.855,0.672,-3.764,0.32299999999999995,0.6459999999999999,182.2,0.021,0.0397,80
HIGHEST IN THE ROOM,Travis Scott,HIPHOP,15.762151000000001,95.0,2020,76.469,0.4270000000000001,0.598,-8.764,0.21,0.0605,175.72099999999998,0.0546,0.0317,87
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,HIPHOP,31.803755,94.0,2020,89.96,0.522,0.755,-4.368,0.0685,0.925,157.56,0.5329999999999999,0.0575,82
Hawái,Maluma,HIPHOP,24.656159,92.0,2020,180.067,0.727,0.7829999999999999,-3.454,0.0626,0.5579999999999999,199.112,0.185,0.389,85
Ride It,Regard,DISCO,0.122849,79.0,2020,117.948,0.7509999999999999,0.88,-4.258,0.106,0.884,157.606,0.177,0.0874,86
goosebumps,Travis Scott,HIPHOP,15.762151000000001,95.0,2020,130.049,0.728,0.841,-3.37,0.149,0.43,243.837,0.0847,0.0484,88
RITMO (Bad Boys For Life),Black Eyed Peas,POP,5.49953,88.0,2020,105.095,0.7040000000000001,0.723,-7.087999999999999,0.792,0.684,214.935,0.0259,0.0571,50
THE SCOTTS,THE SCOTTS,HIPHOP,0.174482,71.0,2020,129.97899999999998,0.537,0.716,-7.648,0.157,0.28,165.97799999999995,0.233,0.0514,84
Safaera,Bad Bunny,UNKNOWN,31.412713,99.0,2020,96.172,0.8290000000000001,0.607,-4.074,0.107,0.685,295.177,0.0103,0.379,83
lovely (with Khalid),Billie Eilish,POP,40.940273,94.0,2020,115.284,0.29600000000000004,0.35100000000000003,-10.109,0.095,0.12,200.186,0.934,0.0333,89
Lucid Dreams,Juice WRLD,HIPHOP,16.589315,98.0,2020,83.90299999999998,0.5660000000000001,0.511,-7.23,0.34,0.218,239.836,0.349,0.2,88
Stuck with U (with Justin Bieber),Ariana Grande,POP,60.010425,97.0,2020,178.765,0.45,0.597,-6.658,0.382,0.537,228.482,0.223,0.0418,86
If the World Was Ending - feat. Julia Michaels,JP Saxe,UNKNOWN,0.23219499999999998,78.0,2020,75.801,0.473,0.464,-10.086,0.109,0.604,208.687,0.866,0.129,86
Physical,Dua Lipa,POP,23.579173,96.0,2020,146.967,0.8440000000000001,0.647,-3.756,0.102,0.746,193.829,0.0137,0.0457,79
SICKO MODE,Travis Scott,HIPHOP,15.762151000000001,95.0,2020,155.00799999999995,0.73,0.8340000000000001,-3.714,0.124,0.446,312.82,0.00513,0.222,86
